0,0
20,0
40,0
60,0
220,0
0,20
220,20
0,40
200,40
220,40
240,40
0,60
120,60
220,60
0,80
100,80
120,80
200,80
220,80
240,80
280,80
300,80
320,80
0,100
80,100
100,100
120,100
200,100
240,100
280,100
320,100
0,120
80,120
120,120
180,120
240,120
280,120
300,120
320,120
340,120
0,140
120,140
140,140
180,140
240,140
340,140
360,140
0,160
140,160
160,160
180,160
200,160
220,160
240,160
260,160
300,160
320,160
340,160
360,160
380,160
0,180
160,180
260,180
300,180
380,180
0,200
140,200
220,200
260,200
280,200
300,200
380,200
0,220
100,220
140,220
160,220
280,220
360,220
380,220
0,240
100,240
160,240
180,240
260,240
280,240
300,240
360,240
0,260
100,260
120,260
180,260
200,260
220,260
240,260
260,260
280,260
300,260
320,260
340,260
360,260
380,260
0,280
20,280
120,280
240,280
280,280
320,280
20,300
80,300
100,300
120,300
240,300
280,300
320,300
0,320
20,320
80,320
200,320
240,320
260,320
280,320
300,320
320,320
340,320
0,340
60,340
80,340
160,340
200,340
220,340
240,340
340,340
360,340
0,360
40,360
60,360
80,360
160,360
180,360
200,360
280,360
300,360
360,360
0,380
20,380
40,380
80,380
100,380
120,380
140,380
160,380
320,380
340,380
360,380
380,380
80,0
300,380
